run_id,ticker,company,file,source_url,retrieved_at_utc,requested_start,requested_end_inclusive,first_observation,last_observation,row_count,sha256,market_calendar,interval,auto_adjust,repair,price_columns,volume_unit,yfinance_version,pandas_version,network_proxy_configured,failure_policy,run_status,market_calendar_implementation
20260730T023255Z-legacy01,AAPL,Apple Inc.,raw/AAPL_daily_2021-01-01_2025-12-31.csv,https://finance.yahoo.com/quote/AAPL/history/,2026-07-30T02:32:55+00:00,2021-01-01,2025-12-31,2021-01-04,2025-12-31,1255,797a747de8ce31f740df99b367790c8d74962423010ddbdf811ef13ff163e2c5,NASDAQ,1d,False,False,Open; High; Low; Close; Adj Close,shares,1.5.2,3.0.5,True,fail-closed,SUCCESS,NYSE
20260730T023255Z-legacy01,MSFT,Microsoft Corporation,raw/MSFT_daily_2021-01-01_2025-12-31.csv,https://finance.yahoo.com/quote/MSFT/history/,2026-07-30T02:32:55+00:00,2021-01-01,2025-12-31,2021-01-04,2025-12-31,1255,eab890ca5effc5ffde90d5e60de602992cc735bb3c8c882898b14d6a4477d3a0,NASDAQ,1d,False,False,Open; High; Low; Close; Adj Close,shares,1.5.2,3.0.5,True,fail-closed,SUCCESS,NYSE
20260730T023255Z-legacy01,GOOGL,Alphabet Inc.,raw/GOOGL_daily_2021-01-01_2025-12-31.csv,https://finance.yahoo.com/quote/GOOGL/history/,2026-07-30T02:32:55+00:00,2021-01-01,2025-12-31,2021-01-04,2025-12-31,1255,485bd8806aab93be4ca7edf51efbb1fe1648b42e7b428a83beecc8f8e8c9f7b2,NASDAQ,1d,False,False,Open; High; Low; Close; Adj Close,shares,1.5.2,3.0.5,True,fail-closed,SUCCESS,NYSE
20260730T023255Z-legacy01,AMZN,"Amazon.com, Inc.",raw/AMZN_daily_2021-01-01_2025-12-31.csv,https://finance.yahoo.com/quote/AMZN/history/,2026-07-30T02:32:55+00:00,2021-01-01,2025-12-31,2021-01-04,2025-12-31,1255,1c8399520183a94bf8afed155ac66e3f97f229ea1a8935f39d5e0033b83f685c,NASDAQ,1d,False,False,Open; High; Low; Close; Adj Close,shares,1.5.2,3.0.5,True,fail-closed,SUCCESS,NYSE
20260730T023255Z-legacy01,NVDA,NVIDIA Corporation,raw/NVDA_daily_2021-01-01_2025-12-31.csv,https://finance.yahoo.com/quote/NVDA/history/,2026-07-30T02:32:55+00:00,2021-01-01,2025-12-31,2021-01-04,2025-12-31,1255,496b08c5a8c637d140f860be24d8eb71f25fac24f4b80d2251230dabbac68b81,NASDAQ,1d,False,False,Open; High; Low; Close; Adj Close,shares,1.5.2,3.0.5,True,fail-closed,SUCCESS,NYSE
